,City,Colors Reported,Shape Reported,State,Time,Location
355,Elmore,,SPHERE,AL,6/5/1956 0:00,"Elmore , AL"
356,Salt Lake City,,CIRCLE,UT,6/5/1956 0:00,"Salt Lake City , UT"
357,Upper Glade,,EGG,WV,6/6/1956 12:00,"Upper Glade , WV"
358,Akron,,OTHER,OH,6/6/1956 22:00,"Akron , OH"
359,Edroy,,,TX,6/15/1956 1:00,"Edroy , TX"
360,San Francisco,,OTHER,CA,6/15/1956 12:15,"San Francisco , CA"
361,Palo Alto,,FIREBALL,CA,6/15/1956 18:00,"Palo Alto , CA"
362,Richfield Springs,,CIGAR,NY,6/15/1956 18:00,"Richfield Springs , NY"
363,Vista,ORANGE,CIGAR,CA,6/15/1956 19:15,"Vista , CA"
364,Farragut,,CIGAR,TN,6/15/1956 20:00,"Farragut , TN"
365,Tulsa,,FLASH,OK,6/15/1956 20:00,"Tulsa , OK"
366,Salem,,DISK,NJ,6/15/1956 20:32,"Salem , NJ"
367,New York City,,LIGHT,NY,6/15/1956 21:00,"New York City , NY"
368,Cincinnati,,DISK,OH,6/16/1956 13:00,"Cincinnati , OH"
369,Madera,,SPHERE,CA,6/24/1956 14:00,"Madera , CA"
370,Willow Grove,,LIGHT,PA,6/30/1956 1:00,"Willow Grove , PA"
371,Cape Girardeau,,DIAMOND,MO,6/30/1956 13:00,"Cape Girardeau , MO"
372,New Brunswick,,DISK,NJ,6/30/1956 16:00,"New Brunswick , NJ"
373,Houston,,TRIANGLE,TX,6/30/1956 18:30,"Houston , TX"
374,Beatrice,,OTHER,NE,7/1/1956 16:00,"Beatrice , NE"
375,Wichita,,,KS,7/12/1956 19:00,"Wichita , KS"
376,Sacramento,,DISK,CA,7/14/1956 19:30,"Sacramento , CA"
377,East Hampton,,DISK,CT,7/15/1956 0:00,"East Hampton , CT"
378,Yellowstone Park,,DISK,WY,7/15/1956 0:00,"Yellowstone Park , WY"
379,Sugarcreek,,DISK,OH,7/15/1956 5:00,"Sugarcreek , OH"
380,Harvard,,,MA,8/1/1956 20:00,"Harvard , MA"
381,Bradford,YELLOW,SPHERE,AL,8/1/1956 23:30,"Bradford , AL"
382,Norfolk,,CIGAR,VA,9/9/1956 5:55,"Norfolk , VA"
383,Middle River,BLUE,CIRCLE,MD,9/15/1956 20:00,"Middle River , MD"
384,Hope,,CIRCLE,AR,9/20/1956 16:00,"Hope , AR"
385,Greenwich,,LIGHT,CT,9/21/1956 0:00,"Greenwich , CT"
386,Newport,,RECTANGLE,NH,10/1/1956 19:00,"Newport , NH"
387,Edna,,CIRCLE,TX,10/10/1956 21:00,"Edna , TX"
388,Mt. Vernon,,DISK,IN,10/15/1956 21:30,"Mt. Vernon , IN"
389,Aberdeen,ORANGE,CIRCLE,SD,11/15/1956 18:30,"Aberdeen , SD"
390,Painsville,,RECTANGLE,OH,11/27/1956 22:00,"Painsville , OH"
391,Columbus,,FORMATION,OH,12/1/1956 23:00,"Columbus , OH"
392,Dallas,,,TX,1/1/1957 21:00,"Dallas , TX"
393,Jena,,SPHERE,LA,3/5/1957 19:30,"Jena , LA"
394,Fort Devans,,OVAL,MA,3/7/1957 4:00,"Fort Devans , MA"
395,Los Angeles,,FORMATION,CA,3/15/1957 13:00,"Los Angeles , CA"
396,Los Angeles,,DISK,CA,3/15/1957 15:00,"Los Angeles , CA"
397,Canton,,CIGAR,OH,5/1/1957 12:00,"Canton , OH"
398,Rhinebeck,,DIAMOND,NY,5/25/1957 13:00,"Rhinebeck , NY"
399,Union Bower are irving,,FORMATION,TX,6/1/1957 0:00,"Union Bower are irving , TX"
400,El Paso,,DISK,TX,6/1/1957 10:00,"El Paso , TX"
401,E. Los Angeles,,LIGHT,CA,6/1/1957 12:00,"E. Los Angeles , CA"
402,Glens Falls,,DISK,NY,6/1/1957 20:00,"Glens Falls , NY"
403,Irving,,LIGHT,TX,6/1/1957 22:00,"Irving , TX"
404,Hicksville,,CIRCLE,NY,6/6/1957 22:00,"Hicksville , NY"
405,Green Lake,,OVAL,MI,6/12/1957 19:00,"Green Lake , MI"
406,Livermore Falls,,DIAMOND,ME,6/14/1957 10:00,"Livermore Falls , ME"
407,Great Falls,,,MT,6/15/1957 0:00,"Great Falls , MT"
408,Hartford City,,DISK,IN,6/15/1957 13:00,"Hartford City , IN"
409,Walled Lake,,CYLINDER,MI,6/15/1957 23:30,"Walled Lake , MI"
410,San Leandro,,LIGHT,CA,6/19/1957 21:00,"San Leandro , CA"
411,Lubbock,,TRIANGLE,TX,6/21/1957 17:00,"Lubbock , TX"
412,Norwalk,,DISK,CA,6/21/1957 19:30,"Norwalk , CA"
413,Arctic,,CIGAR,AK,6/30/1957 0:00,"Arctic , AK"
414,Dallas,,OTHER,TX,6/30/1957 0:00,"Dallas , TX"
415,Birmingham,,,MI,6/30/1957 3:30,"Birmingham , MI"
416,New York City,,TEARDROP,NY,6/30/1957 12:00,"New York City , NY"
417,Burlington,,CIRCLE,IA,6/30/1957 13:00,"Burlington , IA"
418,Russellville,ORANGE,SPHERE,AR,6/30/1957 18:00,"Russellville , AR"
419,Barker,,DISK,NY,6/30/1957 20:00,"Barker , NY"
420,Albany,,CIRCLE,CA,6/30/1957 21:00,"Albany , CA"
421,Mullens,,OVAL,WV,7/1/1957 13:00,"Mullens , WV"
422,Talcott,,SPHERE,WV,7/1/1957 13:00,"Talcott , WV"
423,Del Rio,,CIGAR,TX,7/1/1957 20:00,"Del Rio , TX"
424,Phillipsburg,,CIGAR,NJ,7/10/1957 20:00,"Phillipsburg , NJ"
425,Baltimore,,OTHER,MD,7/10/1957 22:00,"Baltimore , MD"
426,Chesapeake,,DISK,OH,7/13/1957 9:00,"Chesapeake , OH"
427,Temple City,,LIGHT,CA,7/15/1957 12:00,"Temple City , CA"
428,Houston,,DIAMOND,TX,7/15/1957 13:00,"Houston , TX"
429,Williamsport,,CIGAR,PA,7/15/1957 14:00,"Williamsport , PA"
430,Long Beach,,DISK,CA,7/15/1957 15:00,"Long Beach , CA"
431,Denver,,LIGHT,CO,7/15/1957 22:00,"Denver , CO"
432,Kresgeville,,,PA,7/15/1957 22:00,"Kresgeville , PA"
433,Salt  Lake City,,DISK,UT,7/15/1957 22:00,"Salt  Lake City , UT"
434,Kansas City,RED,LIGHT,MO,7/15/1957 23:30,"Kansas City , MO"
435,Arco,,DISK,ID,8/1/1957 12:00,"Arco , ID"
436,Vandalia,,DISK,OH,8/3/1957 20:00,"Vandalia , OH"
437,Bainbridge,,FIREBALL,MD,8/4/1957 2:00,"Bainbridge , MD"
438,Indianapolis,,LIGHT,IN,8/7/1957 1:00,"Indianapolis , IN"
439,San Diego,,DISK,CA,8/9/1957 0:30,"San Diego , CA"
440,Ticonderoga,,DISK,NY,8/14/1957 16:00,"Ticonderoga , NY"
441,California,,FIREBALL,CA,8/14/1957 21:00,"California , CA"
442,Longview,,TRIANGLE,WA,8/15/1957 1:00,"Longview , WA"
443,Ludlow,,CIGAR,MA,8/15/1957 1:00,"Ludlow , MA"
444,Exeter,,DISK,NH,8/15/1957 21:00,"Exeter , NH"
445,Auburn,,,MA,8/15/1957 21:30,"Auburn , MA"
446,Smith's Ferry,,DISK,ID,8/16/1957 21:30,"Smith's Ferry , ID"
447,Huntington,,TRIANGLE,IN,8/17/1957 23:00,"Huntington , IN"
448,Graham,,SPHERE,TX,9/1/1957 16:00,"Graham , TX"
449,Brecksville,,CIRCLE,OH,9/1/1957 23:00,"Brecksville , OH"
450,Los Gatos,,DISK,CA,9/5/1957 17:30,"Los Gatos , CA"
451,St. Paul,,DISK,MN,9/10/1957 19:15,"St. Paul , MN"
452,El Paso,,DISK,TX,9/15/1957 4:00,"El Paso , TX"
453,Lake Jackson,,FIREBALL,TX,9/15/1957 21:30,"Lake Jackson , TX"
454,Tacoma,,DISK,WA,9/15/1957 23:00,"Tacoma , WA"
455,Hopkinsville,,CIGAR,KY,9/20/1957 0:00,"Hopkinsville , KY"
456,Nelchina,,,AK,10/1/1957 16:00,"Nelchina , AK"
457,Martelle,,CIGAR,IA,10/1/1957 20:30,"Martelle , IA"
458,Paterson,,DISK,NJ,10/1/1957 21:00,"Paterson , NJ"
459,Northeast Cape AFS,,,AK,10/1/1957 22:00,"Northeast Cape AFS , AK"
460,St. Paul,,LIGHT,MN,10/5/1957 19:00,"St. Paul , MN"
461,England,,DISK,AR,10/15/1957 1:45,"England , AR"
462,New York City,,,NY,10/15/1957 2:00,"New York City , NY"
463,Houston,,LIGHT,TX,10/15/1957 20:30,"Houston , TX"
464,Commerce City,,FIREBALL,CO,10/15/1957 22:00,"Commerce City , CO"
465,Teaneck,,CYLINDER,NJ,11/10/1957 17:00,"Teaneck , NJ"
466,Corpus Christi,,LIGHT,TX,11/10/1957 19:00,"Corpus Christi , TX"
467,St Lawrence Island,,OTHER,AK,11/10/1957 20:00,"St Lawrence Island , AK"
468,Madison,,CIGAR,WI,12/28/1957 0:00,"Madison , WI"
469,Madison,,CIGAR,WI,12/28/1957 0:00,"Madison , WI"
470,Pep,,FIREBALL,TX,1/1/1958 22:00,"Pep , TX"
471,Howell,,CIGAR,MI,2/15/1958 2:30,"Howell , MI"
472,Winooski,,OVAL,VT,4/17/1958 21:30,"Winooski , VT"
473,Winooski,,OVAL,VT,4/17/1958 21:30,"Winooski , VT"
474,Palmer Park,,SPHERE,MD,5/5/1958 20:00,"Palmer Park , MD"
475,North Hollywood,,CIRCLE,CA,5/7/1958 10:00,"North Hollywood , CA"
476,Cincinnati,,DIAMOND,OH,5/16/1958 0:00,"Cincinnati , OH"
477,North Hollywood,,SPHERE,CA,5/20/1958 0:00,"North Hollywood , CA"
478,Middlesex,,CIRCLE,NC,6/1/1958 2:00,"Middlesex , NC"
479,San Francisco,,OVAL,CA,6/1/1958 19:00,"San Francisco , CA"
480,New York City,,OVAL,NY,6/1/1958 21:00,"New York City , NY"
481,Timpson,,LIGHT,TX,6/1/1958 22:00,"Timpson , TX"
482,Grand Island,,CIRCLE,NE,6/1/1958 22:30,"Grand Island , NE"
483,Cincinnati,,DIAMOND,OH,6/6/1958 9:30,"Cincinnati , OH"
484,Baldwin Park,,CIGAR,CA,6/10/1958 12:00,"Baldwin Park , CA"
485,Florala ?,,DISK,AL,6/15/1958 0:00,"Florala ? , AL"
486,Mountain View,,OTHER,MO,6/15/1958 0:00,"Mountain View , MO"
487,Coffeyville,,CIGAR,KS,6/15/1958 15:00,"Coffeyville , KS"
488,Yonkers,,LIGHT,NY,6/15/1958 15:00,"Yonkers , NY"
489,Menlo Park,,LIGHT,CA,6/15/1958 19:15,"Menlo Park , CA"
490,Houston,,DISK,TX,6/15/1958 20:00,"Houston , TX"
491,Oklahoma,,LIGHT,OK,6/15/1958 22:00,"Oklahoma , OK"
492,Pawnee,,,OK,6/15/1958 23:00,"Pawnee , OK"
493,Pawnee,,LIGHT,OK,6/15/1958 23:00,"Pawnee , OK"
494,Silverdale,,CYLINDER,WA,6/30/1958 12:00,"Silverdale , WA"
495,Conyers,,TEARDROP,GA,6/30/1958 13:00,"Conyers , GA"
496,Camden,,DISK,ME,6/30/1958 16:00,"Camden , ME"
497,Fort Worth,,DISK,TX,6/30/1958 20:00,"Fort Worth , TX"
498,Durham,,LIGHT,KS,6/30/1958 21:30,"Durham , KS"
499,Thibodaux,,FIREBALL,LA,6/30/1958 23:00,"Thibodaux , LA"
500,Osmond,,,NE,7/1/1958 4:48,"Osmond , NE"
501,Muncie,,,IN,7/1/1958 21:00,"Muncie , IN"
502,Cheektowaga,,TEARDROP,NY,7/10/1958 9:00,"Cheektowaga , NY"
503,Woodland Hills,,LIGHT,FL,7/10/1958 17:00,"Woodland Hills , FL"
504,no data,,DISK,UT,7/11/1958 23:00,"no data , UT"
505,Novato,,DISK,CA,7/15/1958 17:30,"Novato , CA"
506,Rock Springs,,DISK,WY,7/20/1958 21:30,"Rock Springs , WY"
507,Randallstown,,TRIANGLE,MD,7/30/1958 22:00,"Randallstown , MD"
508,Derby,,DISK,CT,8/1/1958 19:00,"Derby , CT"
509,Scarborough,,DISK,ME,8/8/1958 15:00,"Scarborough , ME"
510,Bellevue,,LIGHT,WA,8/10/1958 21:30,"Bellevue , WA"
511,Monroe,,OVAL,GA,8/15/1958 14:00,"Monroe , GA"
512,Fargo,,DISK,ND,9/1/1958 20:00,"Fargo , ND"
513,Perry,RED,TRIANGLE,IA,9/1/1958 21:00,"Perry , IA"
514,Arthur,,,ND,9/7/1958 19:00,"Arthur , ND"
515,Ashland,,CIRCLE,KY,9/14/1958 19:30,"Ashland , KY"
516,Davis Jct.,,FIREBALL,IL,9/20/1958 22:20,"Davis Jct. , IL"
517,Phelps County,,DISK,NE,9/25/1958 19:00,"Phelps County , NE"
518,St. Paul,,OTHER,MN,10/20/1958 21:00,"St. Paul , MN"
519,Terrebonne,,,OR,10/25/1958 20:00,"Terrebonne , OR"
520,Riverside,,LIGHT,IL,10/30/1958 1:00,"Riverside , IL"
521,Greenville,,DISK,RI,11/15/1958 22:30,"Greenville , RI"
522,Milwaukee,,DISK,WI,11/25/1958 23:00,"Milwaukee , WI"
523,South San Francisco,,DISK,CA,1/10/1959 18:30,"South San Francisco , CA"
524,New York City,,,NY,3/1/1959 23:00,"New York City , NY"
525,Miami,,SPHERE,FL,4/1/1959 1:00,"Miami , FL"
526,Mendham,,DISK,NJ,4/15/1959 21:00,"Mendham , NJ"
527,Baden,,CYLINDER,PA,4/26/1959 19:00,"Baden , PA"
528,Columbus,,LIGHT,OH,5/1/1959 18:30,"Columbus , OH"
529,El Sobrante,YELLOW,CIRCLE,CA,5/5/1959 9:00,"El Sobrante , CA"
530,Evanston,,,IL,5/15/1959 4:00,"Evanston , IL"
531,Cincinnati,,DISK,OH,5/30/1959 17:00,"Cincinnati , OH"
532,Wabash River,,CIRCLE,IN,6/1/1959 8:00,"Wabash River , IN"
533,Nashville,,,TX,6/1/1959 12:00,"Nashville , TX"
534,Orange,,CYLINDER,CT,6/1/1959 12:00,"Orange , CT"
535,Sidney,,LIGHT,OH,6/1/1959 18:30,"Sidney , OH"
536,Nelson,,CIGAR,NE,6/1/1959 22:00,"Nelson , NE"
537,Arvada,,CIRCLE,CO,6/5/1959 13:00,"Arvada , CO"
538,Monroe,,,MI,6/10/1959 13:00,"Monroe , MI"
539,Missoula,,,MT,6/15/1959 1:00,"Missoula , MT"
540,Minneapolis,,OTHER,MN,6/15/1959 8:30,"Minneapolis , MN"
541,Campbell,,DISK,CA,6/15/1959 10:00,"Campbell , CA"
542,Buffalo,,LIGHT,WV,6/15/1959 23:00,"Buffalo , WV"
543,Minneapolis,,FORMATION,MN,6/23/1959 22:00,"Minneapolis , MN"
544,Globe,,RECTANGLE,AZ,6/28/1959 13:00,"Globe , AZ"
545,Campbellsport,,CIRCLE,WI,6/30/1959 14:00,"Campbellsport , WI"
546,New York City,,OVAL,NY,6/30/1959 20:00,"New York City , NY"
547,Phoenix,,DISK,AZ,6/30/1959 21:00,"Phoenix , AZ"
548,Strathmore,,DISK,CA,7/1/1959 1:00,"Strathmore , CA"
549,Castle Rock,,CIGAR,WA,7/1/1959 20:00,"Castle Rock , WA"
550,Gardner Lake,,OVAL,ME,7/4/1959 20:00,"Gardner Lake , ME"
551,Long Beach,,LIGHT,CA,7/7/1959 23:00,"Long Beach , CA"
552,Nort Sutton,,,NH,7/15/1959 12:00,"Nort Sutton , NH"
553,New Albany,,CIGAR,IN,7/15/1959 23:00,"New Albany , IN"
554,Worcester,,OTHER,MA,7/16/1959 18:00,"Worcester , MA"
555,Salem,,DISK,OH,7/19/1959 1:00,"Salem , OH"
556,Fort Lauderdale,,LIGHT,FL,7/20/1959 21:30,"Fort Lauderdale , FL"
557,Allendale,,LIGHT,KY,7/22/1959 14:30,"Allendale , KY"
558,Golden,,DISK,TX,8/1/1959 18:00,"Golden , TX"
559,Reseda,,DISK,CA,8/10/1959 1:30,"Reseda , CA"
560,Troy,,,NY,8/13/1959 21:00,"Troy , NY"
561,Jewett,,LIGHT,NY,8/13/1959 22:30,"Jewett , NY"
562,Roswell,,,NM,8/15/1959 15:00,"Roswell , NM"
563,Mohave,,LIGHT,CA,8/15/1959 21:00,"Mohave , CA"
564,Lake Bonita,,FIREBALL,NM,8/20/1959 3:00,"Lake Bonita , NM"
565,Fallon,,OVAL,NV,9/15/1959 0:00,"Fallon , NV"
566,Goldfield,,LIGHT,NV,9/15/1959 1:00,"Goldfield , NV"
567,Dayton,,DISK,OH,9/15/1959 11:30,"Dayton , OH"
568,New York City,,OTHER,NY,10/1/1959 16:00,"New York City , NY"
569,Jacksonville,,,IL,10/1/1959 19:00,"Jacksonville , IL"
570,Duluth,,,WI,10/1/1959 20:45,"Duluth , WI"
571,Duluth,,,WI,10/5/1959 18:30,"Duluth , WI"
572,Rock Hill,,TRIANGLE,SC,10/5/1959 19:00,"Rock Hill , SC"
573,Marysville,,OTHER,WA,10/15/1959 0:00,"Marysville , WA"
574,Four States,RED,SPHERE,WV,10/16/1959 22:30,"Four States , WV"
575,Starke,,SPHERE,FL,11/11/1959 20:00,"Starke , FL"
576,Lafayette,,CIRCLE,IN,11/15/1959 1:30,"Lafayette , IN"
577,Los Angeles,,DISK,CA,12/20/1959 18:30,"Los Angeles , CA"
578,Tehachapi,,FIREBALL,CA,12/30/1959 18:35,"Tehachapi , CA"
579,Del Mar,,,CA,12/30/1959 23:00,"Del Mar , CA"
580,Bristol,,DISK,VA,1/15/1960 22:00,"Bristol , VA"
581,St. Paul,,CIGAR,MN,2/1/1960 22:15,"St. Paul , MN"
582,Hartwell,,CIGAR,GA,2/1/1960 23:00,"Hartwell , GA"
583,Winston-Salem,,CIGAR,NC,2/18/1960 21:00,"Winston-Salem , NC"
584,Houston,,TRIANGLE,TX,3/12/1960 23:00,"Houston , TX"
585,Houston,,OTHER,TX,4/1/1960 21:00,"Houston , TX"
586,Tucson,,LIGHT,AZ,5/1/1960 20:00,"Tucson , AZ"
587,Schenectady,,,NY,5/15/1960 0:00,"Schenectady , NY"
588,Terre Haute,,OTHER,IN,5/15/1960 18:00,"Terre Haute , IN"
589,Great Bend,,OTHER,KS,6/1/1960 0:00,"Great Bend , KS"
590,Salt Lake City,,DISK,UT,6/1/1960 0:00,"Salt Lake City , UT"
591,Seattle,GREEN,OVAL,WA,6/1/1960 0:00,"Seattle , WA"
592,Yakima,,OTHER,WA,6/1/1960 2:30,"Yakima , WA"
593,Palmdale,,DISK,CA,6/1/1960 12:00,"Palmdale , CA"
594,Sacramento,,CIGAR,CA,6/1/1960 12:00,"Sacramento , CA"
595,Chadd's Ford,,CYLINDER,PA,6/1/1960 13:00,"Chadd's Ford , PA"
596,New Jersey,,CIGAR,NJ,6/1/1960 13:00,"New Jersey , NJ"
597,Watervliet,,DISK,MI,6/1/1960 18:00,"Watervliet , MI"
598,Vassalboro,,OVAL,ME,6/1/1960 20:00,"Vassalboro , ME"
599,Silverfdale,,VARIOUS,WA,6/1/1960 22:00,"Silverfdale , WA"
600,Santa Ana,,DISK,CA,6/3/1960 18:00,"Santa Ana , CA"
601,Cape Canaveral,,FIREBALL,FL,6/6/1960 12:00,"Cape Canaveral , FL"
602,Philadelphia,,SPHERE,PA,6/10/1960 18:00,"Philadelphia , PA"
603,Barstow-Baker,,DISK,CA,6/11/1960 2:00,"Barstow-Baker , CA"
604,Great Falls,,FORMATION,MT,6/12/1960 14:30,"Great Falls , MT"
605,Quincy,,DISK,CA,6/13/1960 2:00,"Quincy , CA"
606,Baltimore,,OTHER,MD,6/15/1960 21:00,"Baltimore , MD"
607,Kansas City,,DISK,KS,6/15/1960 21:45,"Kansas City , KS"
608,Chicago,,OVAL,IL,6/18/1960 23:00,"Chicago , IL"
609,East Bernstadt,,DISK,KY,6/21/1960 14:00,"East Bernstadt , KY"
610,Albertson,,,NY,6/30/1960 0:00,"Albertson , NY"
611,Litchfield,,OTHER,PA,6/30/1960 12:00,"Litchfield , PA"
612,Portland,,DISK,OR,6/30/1960 20:30,"Portland , OR"
613,,,DISK,NV,7/1/1960 12:00,
614,Stevens,,OTHER,MN,7/1/1960 12:00,"Stevens , MN"
615,Portland,,,OR,7/1/1960 20:00,"Portland , OR"
616,New Berlin,,CIRCLE,WI,7/4/1960 21:30,"New Berlin , WI"
617,Springdale,,FORMATION,AR,7/7/1960 22:00,"Springdale , AR"
618,La Verne,ORANGE YELLOW,CIRCLE,CA,7/15/1960 1:00,"La Verne , CA"
619,Pacific Coast Highway,,,CA,7/15/1960 10:00,"Pacific Coast Highway , CA"
620,Goldsboro,,SPHERE,NC,7/15/1960 16:00,"Goldsboro , NC"
621,Amarillo,,DIAMOND,TX,7/15/1960 21:00,"Amarillo , TX"
622,Upland,,CIRCLE,CA,7/30/1960 21:00,"Upland , CA"
623,Allentown,,CYLINDER,PA,8/1/1960 12:00,"Allentown , PA"
624,Taftville,,DISK,CT,8/1/1960 15:00,"Taftville , CT"
625,Boston,,DISK,MA,8/1/1960 18:00,"Boston , MA"
626,Carteret,,CIGAR,NJ,8/1/1960 18:00,"Carteret , NJ"
627,Crystal,,CIRCLE,WI,8/1/1960 23:00,"Crystal , WI"
628,Cherokee,,FIREBALL,NC,8/2/1960 23:00,"Cherokee , NC"
629,Belmont,,CIRCLE,NY,8/10/1960 1:00,"Belmont , NY"
630,Watchung,RED,CIGAR,NJ,8/10/1960 18:00,"Watchung , NJ"
631,Cottonwood,,,WA,8/13/1960 19:00,"Cottonwood , WA"
632,Saugus,,CIRCLE,MA,8/15/1960 15:00,"Saugus , MA"
633,Framingham,,OVAL,MA,8/15/1960 16:00,"Framingham , MA"
634,Long Beach,,OTHER,CA,8/17/1960 21:10,"Long Beach , CA"
635,Pittsburgh,,SPHERE,PA,8/20/1960 21:30,"Pittsburgh , PA"
636,Dickinson,,CIRCLE,ND,8/28/1960 21:00,"Dickinson , ND"
637,Buffalo,,OVAL,NY,9/5/1960 21:00,"Buffalo , NY"
638,Wichita,,OVAL,KS,9/10/1960 10:00,"Wichita , KS"
639,Kingsport,ORANGE,CIRCLE,TN,9/15/1960 19:00,"Kingsport , TN"
640,Seattle,,DISK,WA,9/15/1960 20:30,"Seattle , WA"
641,Susanville,,,CA,9/15/1960 21:00,"Susanville , CA"
642,Kaneohe,,LIGHT,HI,10/10/1960 20:00,"Kaneohe , HI"
643,Burnsville,,,MN,10/18/1960 0:00,"Burnsville , MN"
644,Westbury,,DISK,NY,11/2/1960 18:00,"Westbury , NY"
645,Sumner,,SPHERE,WA,11/11/1960 2:00,"Sumner , WA"
646,Kansas City,,,KS,11/15/1960 22:00,"Kansas City , KS"
647,Santa Clara,,CIRCLE,CA,1/1/1961 12:00,"Santa Clara , CA"
648,Kendallville,,CIRCLE,IN,1/1/1961 13:00,"Kendallville , IN"
649,Lancaster,,DISK,CA,2/2/1961 1:00,"Lancaster , CA"
650,Panhandle,,DIAMOND,TX,2/22/1961 20:00,"Panhandle , TX"
651,McGuire AFB,RED GREEN,SPHERE,NJ,3/12/1961 21:00,"McGuire AFB , NJ"
652,New York City,,CROSS,NY,3/29/1961 0:00,"New York City , NY"
653,Shenandoah,,LIGHT,PA,4/1/1961 20:00,"Shenandoah , PA"
654,Altus,,CIRCLE,OK,4/15/1961 21:00,"Altus , OK"
655,Auburn,,CIGAR,WA,5/1/1961 22:00,"Auburn , WA"
656,Parris Island,,VARIOUS,SC,5/15/1961 4:00,"Parris Island , SC"
657,Alpine,,DISK,UT,6/1/1961 0:00,"Alpine , UT"
658,no data,,TEARDROP,NY,6/1/1961 18:00,"no data , NY"
659,Opa Locka,,OTHER,FL,6/1/1961 18:00,"Opa Locka , FL"
660,Carrollton,,,TX,6/10/1961 19:30,"Carrollton , TX"
661,Huntsville,,TRIANGLE,AL,6/15/1961 12:00,"Huntsville , AL"
662,Richardson,GREEN,LIGHT,TX,6/15/1961 15:00,"Richardson , TX"
663,Frederick,,LIGHT,OK,6/15/1961 20:30,"Frederick , OK"
664,Chicago,,DISK,IL,6/17/1961 19:00,"Chicago , IL"
665,Webster Groves,,CIRCLE,MO,6/20/1961 0:00,"Webster Groves , MO"
666,Dallas,,DISK,GA,6/22/1961 0:00,"Dallas , GA"
667,Greensboro,,CIGAR,NC,6/30/1961 8:00,"Greensboro , NC"
668,Orlando,,DISK,FL,6/30/1961 15:00,"Orlando , FL"
669,La Mirada,ORANGE,CIGAR,CA,6/30/1961 19:00,"La Mirada , CA"
670,Rotan,,SPHERE,TX,6/30/1961 22:00,"Rotan , TX"
671,Lawrenceville,,CIRCLE,GA,7/1/1961 21:00,"Lawrenceville , GA"
672,West Haven,,LIGHT,CT,7/8/1961 21:00,"West Haven , CT"
673,Sapulpa,,,OK,7/15/1961 1:00,"Sapulpa , OK"
674,Gettysburg,,CIGAR,PA,7/15/1961 11:00,"Gettysburg , PA"
675,Mount Hope,,,WV,7/15/1961 23:00,"Mount Hope , WV"
676,Newberg,,EGG,OR,7/15/1961 23:30,"Newberg , OR"
677,Arlington Heights,,DISK,IL,7/16/1961 19:50,"Arlington Heights , IL"
678,Mill Valley,,DISK,CA,8/1/1961 0:00,"Mill Valley , CA"
679,Glenshaw,,DISK,PA,8/5/1961 21:15,"Glenshaw , PA"
680,Pittsburgh,,SPHERE,PA,8/5/1961 23:00,"Pittsburgh , PA"
681,Palatine,ORANGE,DISK,IL,8/9/1961 20:00,"Palatine , IL"
682,New York City,,DISK,NY,8/15/1961 19:00,"New York City , NY"
683,Evendale,,,OH,8/30/1961 0:00,"Evendale , OH"
684,Fort Benning,,DISK,GA,9/1/1961 18:46,"Fort Benning , GA"
685,Toledo,,LIGHT,OH,9/1/1961 20:30,"Toledo , OH"
686,Wahoo,,EGG,NE,9/15/1961 20:00,"Wahoo , NE"
687,Toledo,,SPHERE,OH,10/1/1961 3:00,"Toledo , OH"
688,Tulsa,,DISK,OK,10/1/1961 3:30,"Tulsa , OK"
689,Nashville,,DISK,TN,10/1/1961 19:00,"Nashville , TN"
690,Graham,,TRIANGLE,NC,10/1/1961 22:00,"Graham , NC"
691,Bristol,,SPHERE,TN,10/10/1961 19:00,"Bristol , TN"
692,Indialantic,,OVAL,FL,10/15/1961 18:00,"Indialantic , FL"
693,Bakersfield,RED,CIRCLE,CA,11/11/1961 23:00,"Bakersfield , CA"
694,Leesville,,FLASH,SC,11/26/1961 10:00,"Leesville , SC"
695,Bartow,,SPHERE,FL,12/17/1961 21:00,"Bartow , FL"
696,Forestburg,,SPHERE,TX,12/26/1961 20:00,"Forestburg , TX"
697,Key West,,SPHERE,FL,1/1/1962 8:00,"Key West , FL"
698,Fayetteville,,CIRCLE,NC,2/19/1962 21:00,"Fayetteville , NC"
699,Snohomish,,DIAMOND,WA,3/1/1962 8:00,"Snohomish , WA"
700,Wendover,,DISK,UT,3/3/1962 3:00,"Wendover , UT"
701,Clayton,,,NC,3/8/1962 21:00,"Clayton , NC"
702,Camden,,SPHERE,OH,3/15/1962 10:00,"Camden , OH"
703,Shenandoah,YELLOW,LIGHT,PA,3/31/1962 21:00,"Shenandoah , PA"
704,Huntingdon,GREEN,,GA,4/15/1962 21:00,"Huntingdon , GA"
705,Acoma,,CYLINDER,NM,5/15/1962 21:00,"Acoma , NM"
706,Toms River,,DISK,NJ,5/15/1962 21:00,"Toms River , NJ"
707,Pittsburg,RED,VARIOUS,OK,5/15/1962 21:30,"Pittsburg , OK"
708,Whitehouse,,LIGHT,NJ,5/20/1962 23:00,"Whitehouse , NJ"
709,Garland,,DISK,TX,5/30/1962 20:00,"Garland , TX"
710,Bartlesville,,,OK,6/1/1962 0:00,"Bartlesville , OK"
711,Charleston,,DISK,SC,6/1/1962 12:00,"Charleston , SC"
712,Ellwood City,,DISK,PA,6/1/1962 12:00,"Ellwood City , PA"
